ticker,alpha,MERCADO,VALUE,TAMANO,MOMENTUM,VOLATILIDAD,LIQUIDEZ,r2,n_obs,suma_beta
UBER,-0.015531955090383482,1.4609371487167793,-0.8691383642748277,0.5002657869728337,0.12836561001018243,0.7560844792856001,-0.9765146607105677,0.29912888962851425,33,1.0000000000000002
UNH,0.009478661525663533,0.7099410461840024,0.2259445270821839,-0.10488418672190544,0.19163952385506272,0.0955590621891335,-0.11819997258847717,0.16263481600034502,190,1.0
UNP,0.002215665574004312,0.9420662050343085,0.1277361574392525,0.13072738376408688,-0.15699313027254005,-0.009812452805280723,-0.03372416315982707,0.4674080173468259,190,1.0000000000000002
UPS,-0.0012085077642775687,1.037250708611195,-0.27477034107397036,0.15490801427517634,-0.3140920314354543,0.1519955069844116,0.24470814263864157,0.423098386258278,169,0.9999999999999999
USB,0.006121814410961496,0.7652952281026825,0.3245093444039243,0.024549525975210266,-0.1924644016952891,-0.08175568692764598,0.15986599014111805,0.5098656161264241,121,0.9999999999999999
V,0.005739268618108534,0.9564974484193557,-0.2692790478240278,0.27397912918555317,-0.11767807979718325,0.2510137346108053,-0.0945331845945031,0.4542638498728484,190,0.9999999999999999
VLO,,,,,,,,,9,
VRTX,0.004794993417033485,0.36354353500245984,-0.32481132711178706,0.8198249202973733,-0.17530954306967864,-0.004421856616077469,0.32117427149770994,0.15212410851395242,57,1.0
VZ,0.003999809239859383,0.49846734631050493,0.004542054591704342,0.2015412730270981,-0.1147874195781291,0.33233029370954403,0.07790645193927766,0.2227987015064644,190,1.0
WDC,,,,,,,,,9,
WELL,,,,,,,,,21,
WFC,0.0026003163825887637,0.9428600949533519,0.7187171339993698,-0.28420196850408347,-0.03219792879999228,-0.21282534673147024,-0.1323519849171756,0.5006050840208295,190,0.9999999999999999
WMT,0.008675490620899444,0.627521798818412,-0.07118204915866491,-0.03865913546165782,0.1230433463003157,0.3399440789397351,0.019331960561859943,0.2261768961555165,190,1.0
XOM,0.001026295799297087,0.7113265056766696,0.589983368193661,0.11503617342620448,-0.17275441753725423,-0.010255692127721872,-0.2333359376315589,0.38570676736462295,190,1.0
ZTS,0.005497429682367189,0.9799315636465243,-0.6941980426036748,0.3160469145051368,-0.134347841066946,0.4425465339532561,0.09002087156570354,0.5756741124836195,60,1.0
